Experiment:, EIS
Start date:, st?eda 19. ??jna 2022
Start time:, 14:52:13 +02:00
Time (s), Frequency (Hz), Z' (Ohm), Z'' (Ohm)
731, 100000, 0.01006883, 0.03235312
731, 89125.09, 0.002232565, 0.005193973
731, 79432.82, 0.002924685, -0.003660505
731, 70794.57, 0.00384206, -0.001663616
732, 63095.73, 0.002995896, 0.001302723
732, 56234.13, 0.0001977929, 0.001145435
732, 50118.71, 0.001464732, 0.003969276
732, 44668.35, 0.004549235, -0.000444414
733, 39810.71, 0.001696469, 6.41073e-06
733, 35481.33, 0.002804603, 0.0006277743
733, 31622.77, 0.002553261, 6.086728e-05
733, 28183.82, 0.002432037, 0.0005102417
734, 25118.85, 0.002347212, -0.0003423573
734, 22387.2, 0.002526612, -5.597188e-05
734, 19952.61, 0.002497442, -0.0001540059
734, 17782.79, 0.002648233, -0.0003577489
735, 15848.92, 0.002647441, -0.0002864379
735, 14125.37, 0.002723955, -0.0003692193
735, 12589.25, 0.002744199, -0.0004305987
735, 11220.18, 0.002823788, -0.0004345227
736, 9999.993, 0.002846471, -0.0004842509
736, 8912.503, 0.00290661, -0.0005264881
736, 7943.276, 0.002959346, -0.0005572052
736, 7079.452, 0.00299543, -0.0006031481
737, 6309.568, 0.003042449, -0.0006501812
737, 5623.409, 0.00308797, -0.0006768831
737, 5011.868, 0.003135315, -0.0007289596
737, 4466.832, 0.003170711, -0.0007741759
738, 3981.068, 0.003213482, -0.0008215928
738, 3548.131, 0.003263554, -0.000878373
738, 3162.275, 0.003311461, -0.0009376105
738, 2818.38, 0.003361071, -0.001002922
739, 2511.884, 0.003414947, -0.001065224
739, 2238.719, 0.00347163, -0.001143115
739, 1995.26, 0.003548499, -0.001225796
739, 1778.277, 0.003606084, -0.00129539
740, 1584.891, 0.003673181, -0.001389584
740, 1412.536, 0.003770447, -0.001489492
740, 1258.924, 0.003846795, -0.001586194
740, 1122.017, 0.00394031, -0.001695654
741, 999.9988, 0.004066993, -0.001824832
741, 891.2498, 0.004145321, -0.001928282
741, 794.3272, 0.004243558, -0.002064059
741, 707.9448, 0.004383577, -0.002199184
741, 630.9565, 0.004524936, -0.002340683
741, 562.3405, 0.004672242, -0.002493595
742, 501.1865, 0.004839855, -0.002722486
742, 446.6829, 0.005007946, -0.002815288
742, 398.1066, 0.005146029, -0.002987511
742, 354.8128, 0.00539769, -0.003165113
742, 316.2273, 0.005616062, -0.003352982
742, 281.8378, 0.00584672, -0.003543824
743, 251.1882, 0.006101291, -0.003747726
743, 223.8717, 0.006375084, -0.003954298
743, 199.5259, 0.00666442, -0.004145504
743, 177.8276, 0.00700193, -0.004367809
743, 158.489, 0.007361038, -0.004568661
743, 141.2535, 0.007749669, -0.004792451
743, 125.8923, 0.008152459, -0.004971241
744, 112.2016, 0.008572561, -0.00514386
744, 99.9998, 0.008966745, -0.005386028
744, 89.12492, 0.00953446, -0.005471826
744, 79.43266, 0.01006193, -0.00558302
744, 70.79443, 0.01058281, -0.005660001
744, 63.0956, 0.01114372, -0.005707299
745, 56.23401, 0.011697, -0.005725709
745, 50.11861, 0.01218592, -0.005698432
745, 44.66826, 0.01278227, -0.005648105
745, 39.81063, 0.01332953, -0.005568458
745, 35.48126, 0.01384686, -0.005454315
745, 31.6227, 0.01430051, -0.005253311
746, 28.18376, 0.01481856, -0.00506887
746, 25.11881, 0.01517077, -0.004838371
746, 22.38716, 0.01558617, -0.004684635
746, 19.95257, 0.01596759, -0.00448182
746, 17.78275, 0.01630209, -0.004238303
746, 15.84889, 0.01665081, -0.003983231
746, 14.12534, 0.01690777, -0.003792416
747, 12.58922, 0.01716988, -0.003606128
747, 11.22016, 0.01744742, -0.003356036
747, 9.999973, 0.0176775, -0.003173358
747, 8.912485, 0.0178795, -0.003009243
747, 7.943261, 0.01807375, -0.002794216
748, 7.079438, 0.01814966, -0.002645903
748, 6.309556, 0.01836093, -0.002514515
748, 5.623397, 0.01846352, -0.002322659
748, 5.011858, 0.01863212, -0.00213152
749, 4.466823, 0.01875237, -0.002006489
749, 3.98106, 0.01884734, -0.00188508
749, 3.548123, 0.01898716, -0.001715326
750, 3.162268, 0.01910806, -0.001679619
750, 2.818374, 0.01908186, -0.001514313
750, 2.511878, 0.01919252, -0.00139928
751, 2.238714, 0.01919964, -0.001263453
752, 1.995256, 0.01933616, -0.001343548
752, 1.778274, 0.01932554, -0.001261086
753, 1.584888, 0.01940093, -0.001073534
754, 1.412533, 0.01941184, -0.001067552
754, 1.258921, 0.01949635, -0.001040387
755, 1.122015, 0.01957409, -0.001099265
756, 0.999997, 0.01964501, -0.001006412
758, 0.891248, 0.01962797, -0.001012117
759, 0.794325, 0.01972667, -0.000929392
760, 0.707943, 0.01982377, -0.0008578611
762, 0.630955, 0.01988355, -0.0009251987
764, 0.562339, 0.01998769, -0.0009210533
766, 0.501185, 0.020123, -0.0008658817
768, 0.446682, 0.02006211, -0.0008164567
771, 0.398106, 0.02011627, -0.0007931415
774, 0.354812, 0.02032503, -0.0007630467
777, 0.316227, 0.02045492, -0.0008655214
780, 0.281837, 0.020621, -0.0007884864
784, 0.251188, 0.02063115, -0.0007365752
789, 0.223871, 0.02063926, -0.0007057459
794, 0.199525, 0.02063005, -0.0006925483
800, 0.177827, 0.02078276, -0.0006068434
806, 0.158489, 0.02093911, -0.0006263207
813, 0.141253, 0.02093798, -0.0006570785
821, 0.125892, 0.02117789, -0.0004945365
830, 0.112201, 0.02101814, -0.0003773384
840, 0.1, 0.02121328, -0.0004004123
